Gene stable ID	Gene name	Transcript stable ID	NCBI gene (formerly Entrezgene) ID
ENSRNOG00000008258	Fnbp1	ENSRNOT00000011224	192348
ENSRNOG00000008258	Fnbp1	ENSRNOT00000042798	192348
ENSRNOG00000034078	Mxi1	ENSRNOT00000076387	25701
ENSRNOG00000034078	Mxi1	ENSRNOT00000076779	25701
ENSRNOG00000034078	Mxi1	ENSRNOT00000042822	25701
ENSRNOG00000010950	Cep41	ENSRNOT00000076645	500069
ENSRNOG00000010950	Cep41	ENSRNOT00000014621	500069
ENSRNOG00000007810	Gdf6	ENSRNOT00000010266	252834
ENSRNOG00000012205	Lgsn	ENSRNOT00000016316	316304
ENSRNOG00000062281	AABR07030514.2	ENSRNOT00000093271	
ENSRNOG00000062197	AABR07030514.1	ENSRNOT00000093555	
ENSRNOG00000025212	RGD1565131	ENSRNOT00000038919	498143
ENSRNOG00000026799	Zbtb9	ENSRNOT00000092469	294289
ENSRNOG00000026799	Zbtb9	ENSRNOT00000000574	294289
ENSRNOG00000002818	Eftud2	ENSRNOT00000055176	287739
ENSRNOG00000002818	Eftud2	ENSRNOT00000093334	287739
ENSRNOG00000002818	Eftud2	ENSRNOT00000093605	287739
ENSRNOG00000002818	Eftud2	ENSRNOT00000093592	287739
ENSRNOG00000002818	Eftud2	ENSRNOT00000093182	287739
ENSRNOG00000002818	Eftud2	ENSRNOT00000093143	287739
ENSRNOG00000002818	Eftud2	ENSRNOT00000093424	287739
ENSRNOG00000052369	AC108572.1	ENSRNOT00000084901	
ENSRNOG00000011015	Hivep2	ENSRNOT00000015131	29721
ENSRNOG00000056189	AABR07044364.2	ENSRNOT00000092081	
ENSRNOG00000000485	Bak1	ENSRNOT00000000576	116502
ENSRNOG00000000485	Bak1	ENSRNOT00000092326	116502
ENSRNOG00000025806	Prr3	ENSRNOT00000035838	361788
ENSRNOG00000025806	Prr3	ENSRNOT00000089869	361788
ENSRNOG00000025806	Prr3	ENSRNOT00000078658	361788
ENSRNOG00000025806	Prr3	ENSRNOT00000087568	361788
ENSRNOG00000025806	Prr3	ENSRNOT00000089788	361788
ENSRNOG00000025806	Prr3	ENSRNOT00000078538	361788
ENSRNOG00000047587	AABR07009218.1	ENSRNOT00000074664	
ENSRNOG00000000782	Trim10	ENSRNOT00000001016	294210
ENSRNOG00000014616	Iars1	ENSRNOT00000093637	306804
ENSRNOG00000014616	Iars1	ENSRNOT00000019862	306804
ENSRNOG00000014616	Iars1	ENSRNOT00000086344	306804
ENSRNOG00000061941	AABR07014290.1	ENSRNOT00000092725	
ENSRNOG00000051068	AABR07012788.1	ENSRNOT00000076912	
ENSRNOG00000011399	AABR07000292.1	ENSRNOT00000003628	
ENSRNOG00000014833	Smndc1	ENSRNOT00000020539	287768
ENSRNOG00000014833	Smndc1	ENSRNOT00000076121	287768
ENSRNOG00000014833	Smndc1	ENSRNOT00000076197	287768
ENSRNOG00000014833	Smndc1	ENSRNOT00000075874	287768
ENSRNOG00000014833	Smndc1	ENSRNOT00000076623	287768
ENSRNOG00000014833	Smndc1	ENSRNOT00000076330	287768
ENSRNOG00000014833	Smndc1	ENSRNOT00000078670	287768
ENSRNOG00000012184	Urgcp	ENSRNOT00000076740	305493
ENSRNOG00000012184	Urgcp	ENSRNOT00000076874	305493
ENSRNOG00000012184	Urgcp	ENSRNOT00000076811	305493
ENSRNOG00000012184	Urgcp	ENSRNOT00000016468	305493
ENSRNOG00000017847	Rps19bp1	ENSRNOT00000092318	500907
ENSRNOG00000017847	Rps19bp1	ENSRNOT00000092529	500907
ENSRNOG00000017847	Rps19bp1	ENSRNOT00000024085	500907
ENSRNOG00000011400	Ralyl	ENSRNOT00000015195	294883
ENSRNOG00000015559	AABR07062670.1	ENSRNOT00000020833	
ENSRNOG00000029763	AABR07033236.1	ENSRNOT00000043227	
ENSRNOG00000002572	Cacybp	ENSRNOT00000003586	289144
ENSRNOG00000002572	Cacybp	ENSRNOT00000076990	289144
ENSRNOG00000002572	Cacybp	ENSRNOT00000076334	289144
ENSRNOG00000039980	Slc25a5	ENSRNOT00000015085	25176
ENSRNOG00000039980	Slc25a5	ENSRNOT00000092523	25176
ENSRNOG00000050004	LOC100909761	ENSRNOT00000074276	100909761
ENSRNOG00000050004	LOC100909761	ENSRNOT00000016511	100909761
ENSRNOG00000050004	LOC100909761	ENSRNOT00000074276	100912306
ENSRNOG00000050004	LOC100909761	ENSRNOT00000016511	100912306
ENSRNOG00000000486	Ggnbp1	ENSRNOT00000000577	494520
ENSRNOG00000009735	Fibcd1	ENSRNOT00000012927	103690010
ENSRNOG00000014160	Tcp1	ENSRNOT00000019531	24818
ENSRNOG00000014160	Tcp1	ENSRNOT00000076422	24818
ENSRNOG00000014160	Tcp1	ENSRNOT00000076684	24818
ENSRNOG00000062174	AABR07047316.1	ENSRNOT00000093146	
ENSRNOG00000031517	AABR07039133.2	ENSRNOT00000047308	
ENSRNOG00000006096	Slc26a7	ENSRNOT00000093186	297910
ENSRNOG00000006096	Slc26a7	ENSRNOT00000093409	297910
ENSRNOG00000006096	Slc26a7	ENSRNOT00000088165	297910
ENSRNOG00000006096	Slc26a7	ENSRNOT00000067331	297910
ENSRNOG00000012564	RGD1564541	ENSRNOT00000092455	313433
ENSRNOG00000012564	RGD1564541	ENSRNOT00000092415	313433
ENSRNOG00000012564	RGD1564541	ENSRNOT00000016993	313433
ENSRNOG00000013975	Acat2l1	ENSRNOT00000076951	365096
ENSRNOG00000013975	Acat2l1	ENSRNOT00000018934	365096
ENSRNOG00000036817	AABR07004912.1	ENSRNOT00000031043	
ENSRNOG00000051106	AABR07033653.1	ENSRNOT00000075943	
ENSRNOG00000051348	AABR07033653.3	ENSRNOT00000076161	
ENSRNOG00000049911	LOC102556347	ENSRNOT00000072384	102556347
ENSRNOG00000049911	LOC102556347	ENSRNOT00000085961	102556347
ENSRNOG00000006498	Lrrc69	ENSRNOT00000093691	500415
ENSRNOG00000006498	Lrrc69	ENSRNOT00000093302	500415
ENSRNOG00000006498	Lrrc69	ENSRNOT00000093515	500415
ENSRNOG00000006498	Lrrc69	ENSRNOT00000008656	500415
ENSRNOG00000049693	LOC108348130	ENSRNOT00000041838	29224
ENSRNOG00000051288	AABR07033653.2	ENSRNOT00000077019	
ENSRNOG00000061946	AABR07039140.1	ENSRNOT00000092484	
ENSRNOG00000047848	Cbr1	ENSRNOT00000042283	100360507
ENSRNOG00000047848	Cbr1	ENSRNOT00000075985	100360507
ENSRNOG00000047339	Pja1	ENSRNOT00000074071	683077
ENSRNOG00000047339	Pja1	ENSRNOT00000092571	683077
ENSRNOG00000047339	Pja1	ENSRNOT00000092321	683077
ENSRNOG00000056154	AABR07033653.4	ENSRNOT00000088768	
ENSRNOG00000017164	Afap1l2	ENSRNOT00000073346	292130
ENSRNOG00000017164	Afap1l2	ENSRNOT00000084915	292130
ENSRNOG00000017164	Afap1l2	ENSRNOT00000023113	292130
ENSRNOG00000062002	Kcna3	ENSRNOT00000092240	29731
ENSRNOG00000000729	Tmlhe	ENSRNOT00000076655	170898
ENSRNOG00000000729	Tmlhe	ENSRNOT00000076901	170898
ENSRNOG00000000729	Tmlhe	ENSRNOT00000049573	170898
ENSRNOG00000051100	AABR07021547.1	ENSRNOT00000076902	
ENSRNOG00000031689	Trim15	ENSRNOT00000001017	100910806
ENSRNOG00000019634	Eif4e2	ENSRNOT00000026646	363275
ENSRNOG00000019634	Eif4e2	ENSRNOT00000077005	363275
ENSRNOG00000019634	Eif4e2	ENSRNOT00000092534	363275
ENSRNOG00000019634	Eif4e2	ENSRNOT00000092493	363275
ENSRNOG00000019634	Eif4e2	ENSRNOT00000085476	363275
ENSRNOG00000019634	Eif4e2	ENSRNOT00000065743	363275
ENSRNOG00000032930	Trim26	ENSRNOT00000077201	309586
ENSRNOG00000032930	Trim26	ENSRNOT00000084596	309586
ENSRNOG00000032930	Trim26	ENSRNOT00000079110	309586
ENSRNOG00000032930	Trim26	ENSRNOT00000085912	309586
ENSRNOG00000032930	Trim26	ENSRNOT00000001019	309586
ENSRNOG00000039985	Ube2a	ENSRNOT00000083861	298317
ENSRNOG00000039985	Ube2a	ENSRNOT00000061455	298317
ENSRNOG00000013285	Imp4	ENSRNOT00000066913	316317
ENSRNOG00000006523	Atl2	ENSRNOT00000077543	298757
ENSRNOG00000006523	Atl2	ENSRNOT00000091063	298757
ENSRNOG00000006523	Atl2	ENSRNOT00000084673	298757
ENSRNOG00000006523	Atl2	ENSRNOT00000008988	298757
ENSRNOG00000061975	AABR07035383.2	ENSRNOT00000092512	
ENSRNOG00000001007	Baiap2l1	ENSRNOT00000060843	304282
ENSRNOG00000001007	Baiap2l1	ENSRNOT00000092610	304282
ENSRNOG00000001007	Baiap2l1	ENSRNOT00000092440	304282
ENSRNOG00000060407	Cacna1i	ENSRNOT00000092608	56827
ENSRNOG00000060407	Cacna1i	ENSRNOT00000086192	56827
ENSRNOG00000060407	Cacna1i	ENSRNOT00000084352	56827
ENSRNOG00000056248	Marf1	ENSRNOT00000091520	170946
ENSRNOG00000056148	Nudcd3	ENSRNOT00000083191	100125378
ENSRNOG00000002556	Tsr2	ENSRNOT00000003540	108348124
ENSRNOG00000002556	Tsr2	ENSRNOT00000072753	108348124
ENSRNOG00000002556	Tsr2	ENSRNOT00000003540	317418
ENSRNOG00000002556	Tsr2	ENSRNOT00000072753	317418
ENSRNOG00000010352	Dnajc3	ENSRNOT00000014182	63880
ENSRNOG00000010352	Dnajc3	ENSRNOT00000093411	63880
ENSRNOG00000046473	Qrfp	ENSRNOT00000073731	108348071
ENSRNOG00000046473	Qrfp	ENSRNOT00000073731	379044
ENSRNOG00000047520	AABR07048475.1	ENSRNOT00000076466	
ENSRNOG00000051078	Zfp37	ENSRNOT00000076223	115768
ENSRNOG00000010144	AABR07019399.1	ENSRNOT00000013475	
ENSRNOG00000052795	Itpr3	ENSRNOT00000090925	25679
ENSRNOG00000061969	AABR07009743.1	ENSRNOT00000092438	
ENSRNOG00000057367	Glud1	ENSRNOT00000083446	24399
ENSRNOG00000020371	Pgap2	ENSRNOT00000076894	116675
ENSRNOG00000020371	Pgap2	ENSRNOT00000076240	116675
ENSRNOG00000020371	Pgap2	ENSRNOT00000076923	116675
ENSRNOG00000020371	Pgap2	ENSRNOT00000076208	116675
ENSRNOG00000020371	Pgap2	ENSRNOT00000055235	116675
ENSRNOG00000009513	Akr1b1	ENSRNOT00000012879	24192
ENSRNOG00000019473	NEWGENE_1582994	ENSRNOT00000092680	103694000
ENSRNOG00000019473	NEWGENE_1582994	ENSRNOT00000026370	103694000
ENSRNOG00000019473	NEWGENE_1582994	ENSRNOT00000092680	688913
ENSRNOG00000019473	NEWGENE_1582994	ENSRNOT00000026370	688913
ENSRNOG00000051093	AABR07039146.2	ENSRNOT00000076854	
ENSRNOG00000013234	Ccdc115	ENSRNOT00000082531	363213
ENSRNOG00000013234	Ccdc115	ENSRNOT00000017722	363213
ENSRNOG00000058128	AABR07068074.2	ENSRNOT00000090235	
ENSRNOG00000027864	Ppia	ENSRNOT00000091873	25518
ENSRNOG00000027864	Ppia	ENSRNOT00000038275	25518
ENSRNOG00000027864	Ppia	ENSRNOT00000079015	25518
ENSRNOG00000018285	Kcna2	ENSRNOT00000092365	25468
ENSRNOG00000018285	Kcna2	ENSRNOT00000092450	25468
ENSRNOG00000018285	Kcna2	ENSRNOT00000050149	25468
ENSRNOG00000018285	Kcna2	ENSRNOT00000086836	25468
ENSRNOG00000011540	Vta1	ENSRNOT00000075850	292640
ENSRNOG00000011540	Vta1	ENSRNOT00000064836	292640
ENSRNOG00000062211	AABR07072853.3	ENSRNOT00000093709	
ENSRNOG00000033415	AABR07048482.1	ENSRNOT00000044186	
ENSRNOG00000047356	LOC100909750	ENSRNOT00000042495	100909750
ENSRNOG00000047356	LOC100909750	ENSRNOT00000042495	311860
ENSRNOG00000051186	AABR07048483.1	ENSRNOT00000076104	
ENSRNOG00000047164	AC094221.3	ENSRNOT00000074773	
ENSRNOG00000038066	Fam155b	ENSRNOT00000057920	688841
ENSRNOG00000020393	Rhog	ENSRNOT00000027641	308875
ENSRNOG00000020393	Rhog	ENSRNOT00000076499	308875
ENSRNOG00000020393	Rhog	ENSRNOT00000076592	308875
ENSRNOG00000061989	Nkrf	ENSRNOT00000092343	100910054
ENSRNOG00000008664	AC127920.1	ENSRNOT00000011480	
ENSRNOG00000004861	Itga4	ENSRNOT00000006880	311144
ENSRNOG00000046312	AC094221.1	ENSRNOT00000072222	
ENSRNOG00000003035	AABR07039146.1	ENSRNOT00000004052	
ENSRNOG00000051054	AABR07016975.1	ENSRNOT00000076077	
ENSRNOG00000009955	Plch1	ENSRNOT00000076274	310463
ENSRNOG00000009955	Plch1	ENSRNOT00000076165	310463
ENSRNOG00000009955	Plch1	ENSRNOT00000076326	310463
ENSRNOG00000009955	Plch1	ENSRNOT00000057724	310463
ENSRNOG00000050090	Slc6a17	ENSRNOT00000075653	613226
ENSRNOG00000050090	Slc6a17	ENSRNOT00000076639	613226
ENSRNOG00000002755	Pafah1b1	ENSRNOT00000092712	83572
ENSRNOG00000002755	Pafah1b1	ENSRNOT00000003696	83572
ENSRNOG00000002755	Pafah1b1	ENSRNOT00000092711	83572
ENSRNOG00000051277	AABR07067401.2	ENSRNOT00000076303	
ENSRNOG00000046298	AABR07067401.1	ENSRNOT00000022314	501125
ENSRNOG00000046333	AABR07007032.1	ENSRNOT00000054679	
ENSRNOG00000046333	AABR07007032.1	ENSRNOT00000091038	
ENSRNOG00000046333	AABR07007032.1	ENSRNOT00000079869	
ENSRNOG00000046333	AABR07007032.1	ENSRNOT00000086726	
ENSRNOG00000046333	AABR07007032.1	ENSRNOT00000018693	
ENSRNOG00000046333	AABR07007032.1	ENSRNOT00000079579	
ENSRNOG00000046333	AABR07007032.1	ENSRNOT00000078416	
ENSRNOG00000016254	Sema4c	ENSRNOT00000075882	301346
ENSRNOG00000016254	Sema4c	ENSRNOT00000076247	301346
ENSRNOG00000016254	Sema4c	ENSRNOT00000021956	301346
ENSRNOG00000062142	AABR07029963.1	ENSRNOT00000092746	287522
ENSRNOG00000061444	Olr1714	ENSRNOT00000043674	294175
ENSRNOG00000037185	AABR07058514.1	ENSRNOT00000056134	
ENSRNOG00000055025	Fam25a	ENSRNOT00000089114	684972
ENSRNOG00000062075	AABR07058514.3	ENSRNOT00000092674	
ENSRNOG00000025344	Enthd1	ENSRNOT00000034912	685900
ENSRNOG00000000799	Abcf1	ENSRNOT00000001049	85493
ENSRNOG00000000799	Abcf1	ENSRNOT00000081403	85493
ENSRNOG00000000799	Abcf1	ENSRNOT00000078355	85493
ENSRNOG00000050229	LOC102550314	ENSRNOT00000074473	
ENSRNOG00000050229	LOC102550314	ENSRNOT00000076254	
ENSRNOG00000019504	AABR07026536.1	ENSRNOT00000057740	
ENSRNOG00000045569	Nol8	ENSRNOT00000093381	108348063
ENSRNOG00000045569	Nol8	ENSRNOT00000093395	108348063
ENSRNOG00000045569	Nol8	ENSRNOT00000093737	108348063
ENSRNOG00000045569	Nol8	ENSRNOT00000074667	108348063
ENSRNOG00000045569	Nol8	ENSRNOT00000093381	361221
ENSRNOG00000045569	Nol8	ENSRNOT00000093395	361221
ENSRNOG00000045569	Nol8	ENSRNOT00000093737	361221
ENSRNOG00000045569	Nol8	ENSRNOT00000074667	361221
ENSRNOG00000061985	AABR07041237.1	ENSRNOT00000092437	
ENSRNOG00000061965	AABR07041239.1	ENSRNOT00000092707	
ENSRNOG00000015596	Efhd1	ENSRNOT00000021168	501181
ENSRNOG00000043182	Septin6	ENSRNOT00000092546	691335
ENSRNOG00000043182	Septin6	ENSRNOT00000092301	691335
ENSRNOG00000043182	Septin6	ENSRNOT00000092670	691335
ENSRNOG00000043182	Septin6	ENSRNOT00000067942	691335
ENSRNOG00000043182	Septin6	ENSRNOT00000092408	691335
ENSRNOG00000043182	Septin6	ENSRNOT00000092624	691335
ENSRNOG00000062013	Adprhl1	ENSRNOT00000026392	290880
ENSRNOG00000051229	AABR07048485.1	ENSRNOT00000076024	
ENSRNOG00000051064	AABR07016332.1	ENSRNOT00000076252	
ENSRNOG00000061995	Grtp1	ENSRNOT00000092644	361180
ENSRNOG00000061995	Grtp1	ENSRNOT00000073240	361180
ENSRNOG00000061995	Grtp1	ENSRNOT00000092237	361180
ENSRNOG00000061995	Grtp1	ENSRNOT00000026546	361180
ENSRNOG00000049380	AABR07033657.1	ENSRNOT00000075105	100360601
ENSRNOG00000047298	Olr1868	ENSRNOT00000075472	408030
ENSRNOG00000061377	AABR07044291.1	ENSRNOT00000085148	
ENSRNOG00000001701	Cbr3	ENSRNOT00000002310	304078
ENSRNOG00000051201	AABR07021565.1	ENSRNOT00000076395	
ENSRNOG00000032991	Rufy4	ENSRNOT00000046019	301510
ENSRNOG00000032991	Rufy4	ENSRNOT00000083595	301510
ENSRNOG00000002736	Rabgap1l	ENSRNOT00000003671	304914
ENSRNOG00000002736	Rabgap1l	ENSRNOT00000075887	304914
ENSRNOG00000002736	Rabgap1l	ENSRNOT00000076999	304914
ENSRNOG00000002736	Rabgap1l	ENSRNOT00000076272	304914
ENSRNOG00000002736	Rabgap1l	ENSRNOT00000087506	304914
ENSRNOG00000049590	RT1-M2	ENSRNOT00000041074	24988
ENSRNOG00000002537	Wnk3	ENSRNOT00000093675	317420
ENSRNOG00000002537	Wnk3	ENSRNOT00000093162	317420
ENSRNOG00000002537	Wnk3	ENSRNOT00000047444	317420
ENSRNOG00000002537	Wnk3	ENSRNOT00000082177	317420
ENSRNOG00000032576	Nlgn1	ENSRNOT00000092660	116647
ENSRNOG00000032576	Nlgn1	ENSRNOT00000041111	116647
ENSRNOG00000062018	AC141521.3	ENSRNOT00000092239	
ENSRNOG00000025909	Uqcc2	ENSRNOT00000092533	361805
ENSRNOG00000025909	Uqcc2	ENSRNOT00000036871	361805
ENSRNOG00000051351	AABR07048486.1	ENSRNOT00000076155	
ENSRNOG00000061485	AABR07007035.1	ENSRNOT00000081397	
ENSRNOG00000051224	AABR07004912.2	ENSRNOT00000077009	
ENSRNOG00000051227	AABR07048487.2	ENSRNOT00000076005	
ENSRNOG00000014582	Mrpl18	ENSRNOT00000020064	292244
ENSRNOG00000017225	Fam160b1	ENSRNOT00000023247	361774
ENSRNOG00000051121	AABR07048487.1	ENSRNOT00000077051	
ENSRNOG00000051133	AABR07039147.1	ENSRNOT00000076093	
ENSRNOG00000050982	AABR07014301.2	ENSRNOT00000074231	
ENSRNOG00000051215	AABR07039147.2	ENSRNOT00000076817	
ENSRNOG00000062001	AABR07014301.3	ENSRNOT00000092673	
ENSRNOG00000062001	AABR07014301.3	ENSRNOT00000092298	
ENSRNOG00000032208	Eda	ENSRNOT00000076977	302424
ENSRNOG00000032208	Eda	ENSRNOT00000075980	302424
ENSRNOG00000032208	Eda	ENSRNOT00000076425	302424
ENSRNOG00000002912	Parn	ENSRNOT00000078421	360464
ENSRNOG00000002912	Parn	ENSRNOT00000093414	360464
ENSRNOG00000002912	Parn	ENSRNOT00000093463	360464
ENSRNOG00000002912	Parn	ENSRNOT00000083125	360464
ENSRNOG00000002912	Parn	ENSRNOT00000084447	360464
ENSRNOG00000002079	Mapk10	ENSRNOT00000065965	25272
ENSRNOG00000002079	Mapk10	ENSRNOT00000092542	25272
ENSRNOG00000002079	Mapk10	ENSRNOT00000092395	25272
ENSRNOG00000002079	Mapk10	ENSRNOT00000092719	25272
ENSRNOG00000002079	Mapk10	ENSRNOT00000092466	25272
ENSRNOG00000025883	Ip6k3	ENSRNOT00000092586	688862
ENSRNOG00000025883	Ip6k3	ENSRNOT00000035977	688862
ENSRNOG00000062059	AC141521.4	ENSRNOT00000092636	
ENSRNOG00000018290	Alx3	ENSRNOT00000024611	365900
ENSRNOG00000005214	Plek	ENSRNOT00000079167	364206
ENSRNOG00000005214	Plek	ENSRNOT00000007044	364206
ENSRNOG00000038807	Clpsl2	ENSRNOT00000092389	689425
ENSRNOG00000038807	Clpsl2	ENSRNOT00000092287	689425
ENSRNOG00000038807	Clpsl2	ENSRNOT00000059292	689425
ENSRNOG00000049392	Sowahd	ENSRNOT00000075314	367699
ENSRNOG00000005326	Cnrip1	ENSRNOT00000007104	364208
ENSRNOG00000005326	Cnrip1	ENSRNOT00000077171	364208
ENSRNOG00000009245	Exosc2	ENSRNOT00000012312	366017
ENSRNOG00000009245	Exosc2	ENSRNOT00000093246	366017
ENSRNOG00000009245	Exosc2	ENSRNOT00000093692	366017
ENSRNOG00000009245	Exosc2	ENSRNOT00000093494	366017
ENSRNOG00000060606	AC098180.1	ENSRNOT00000082964	
ENSRNOG00000000510	Clps	ENSRNOT00000085996	25680
ENSRNOG00000000510	Clps	ENSRNOT00000000611	25680
ENSRNOG00000062114	AABR07004914.1	ENSRNOT00000092962	
ENSRNOG00000062040	AABR07014301.4	ENSRNOT00000092545	
ENSRNOG00000020425	Stim1	ENSRNOT00000027685	361618
ENSRNOG00000020425	Stim1	ENSRNOT00000092882	361618
ENSRNOG00000020425	Stim1	ENSRNOT00000093012	361618
ENSRNOG00000020425	Stim1	ENSRNOT00000092987	361618
ENSRNOG00000020425	Stim1	ENSRNOT00000088370	361618
ENSRNOG00000030222	Tcaf2	ENSRNOT00000076650	100912416
ENSRNOG00000030222	Tcaf2	ENSRNOT00000050392	100912416
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092456	103690821
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092726	103690821
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092643	103690821
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092317	103690821
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092310	103690821
ENSRNOG00000043348	LOC103693375	ENSRNOT00000064521	103690821
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092456	103692785
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092726	103692785
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092643	103692785
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092317	103692785
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092310	103692785
ENSRNOG00000043348	LOC103693375	ENSRNOT00000064521	103692785
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092456	103692831
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092726	103692831
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092643	103692831
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092317	103692831
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092310	103692831
ENSRNOG00000043348	LOC103693375	ENSRNOT00000064521	103692831
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092456	103693375
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092726	103693375
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092643	103693375
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092317	103693375
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092310	103693375
ENSRNOG00000043348	LOC103693375	ENSRNOT00000064521	103693375
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092456	103694169
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092726	103694169
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092643	103694169
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092317	103694169
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092310	103694169
ENSRNOG00000043348	LOC103693375	ENSRNOT00000064521	103694169
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092456	103694404
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092726	103694404
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092643	103694404
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092317	103694404
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092310	103694404
ENSRNOG00000043348	LOC103693375	ENSRNOT00000064521	103694404
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092456	25347
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092726	25347
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092643	25347
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092317	25347
ENSRNOG00000043348	LOC103693375	ENSRNOT00000092310	25347
ENSRNOG00000043348	LOC103693375	ENSRNOT00000064521	25347
ENSRNOG00000048795	Top2b	ENSRNOT00000076520	361100
ENSRNOG00000048795	Top2b	ENSRNOT00000076754	361100
ENSRNOG00000048795	Top2b	ENSRNOT00000075896	361100
ENSRNOG00000048795	Top2b	ENSRNOT00000076617	361100
ENSRNOG00000048795	Top2b	ENSRNOT00000075125	361100
ENSRNOG00000015796	Msh2	ENSRNOT00000021538	81709
ENSRNOG00000022283	Lhfpl5	ENSRNOT00000036999	294303
ENSRNOG00000002905	Ccdc103	ENSRNOT00000093707	498006
ENSRNOG00000002905	Ccdc103	ENSRNOT00000093364	498006
ENSRNOG00000002905	Ccdc103	ENSRNOT00000003890	498006
ENSRNOG00000030212	Cerkl	ENSRNOT00000075832	502640
ENSRNOG00000030212	Cerkl	ENSRNOT00000079781	502640
ENSRNOG00000030212	Cerkl	ENSRNOT00000043238	502640
ENSRNOG00000030212	Cerkl	ENSRNOT00000073412	502640
ENSRNOG00000030212	Cerkl	ENSRNOT00000057878	502640
ENSRNOG00000030212	Cerkl	ENSRNOT00000079212	502640
ENSRNOG00000030212	Cerkl	ENSRNOT00000079887	502640
ENSRNOG00000062058	AABR07044429.1	ENSRNOT00000092731	
ENSRNOG00000000511	Srpk1	ENSRNOT00000092641	361811
ENSRNOG00000000511	Srpk1	ENSRNOT00000092514	361811
ENSRNOG00000000511	Srpk1	ENSRNOT00000000612	361811
ENSRNOG00000016057	Kcnj13	ENSRNOT00000021507	94341
ENSRNOG00000017105	Dpyd	ENSRNOT00000072735	81656
ENSRNOG00000017105	Dpyd	ENSRNOT00000055723	81656
ENSRNOG00000017105	Dpyd	ENSRNOT00000086125	81656
ENSRNOG00000023577	Gigyf2	ENSRNOT00000064965	100362458
ENSRNOG00000023577	Gigyf2	ENSRNOT00000076099	100362458
ENSRNOG00000023577	Gigyf2	ENSRNOT00000075967	100362458
ENSRNOG00000055145	AABR07052611.1	ENSRNOT00000077283	
ENSRNOG00000059166	Ldb3	ENSRNOT00000086627	498587
ENSRNOG00000059166	Ldb3	ENSRNOT00000087521	498587
ENSRNOG00000059166	Ldb3	ENSRNOT00000081631	498587
ENSRNOG00000059166	Ldb3	ENSRNOT00000085414	498587
ENSRNOG00000059166	Ldb3	ENSRNOT00000083623	498587
ENSRNOG00000039994	Upf3b	ENSRNOT00000032618	313449
ENSRNOG00000039994	Upf3b	ENSRNOT00000092588	313449
ENSRNOG00000039994	Upf3b	ENSRNOT00000092574	313449
ENSRNOG00000039994	Upf3b	ENSRNOT00000092364	313449
ENSRNOG00000039994	Upf3b	ENSRNOT00000092391	313449
ENSRNOG00000039994	Upf3b	ENSRNOT00000092284	313449
ENSRNOG00000039994	Upf3b	ENSRNOT00000092703	313449
ENSRNOG00000013631	Slc31a2	ENSRNOT00000019379	298091
ENSRNOG00000058057	AABR07019403.1	ENSRNOT00000093321	
ENSRNOG00000058057	AABR07019403.1	ENSRNOT00000093361	
ENSRNOG00000058057	AABR07019403.1	ENSRNOT00000093368	
ENSRNOG00000058057	AABR07019403.1	ENSRNOT00000086015	
ENSRNOG00000051079	AC095947.4	ENSRNOT00000076509	
ENSRNOG00000051909	AABR07044293.1	ENSRNOT00000080670	
ENSRNOG00000059669	AABR07060394.2	ENSRNOT00000082539	
ENSRNOG00000061972	AABR07009770.1	ENSRNOT00000092647	
ENSRNOG00000024128	Aco2	ENSRNOT00000076823	79250
ENSRNOG00000024128	Aco2	ENSRNOT00000038612	79250
ENSRNOG00000024128	Aco2	ENSRNOT00000076602	79250
